	Aniline	Aryl Halide	Ligand	Base	Additive	Product	One Hot Encoding	Number of Compounds	Reaction SMILES	Yield
936	Cc1ccc(cc1)N	Clc1cccnc1	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CN1CCCN2C1=NCCC2	Cc1noc(c1)c1ccccc1	Cc1ccc(cc1)Nc1cccnc1	0 12 13 23 28 33	50	CN1CCCN2C1=NCCC2.Clc1cccnc1.Cc1ccc(cc1)N.Cc1noc(c1)c1ccccc1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC>>Cc1ccc(cc1)Nc1cccnc1	0.06458217991
937	Cc1ccc(cc1)N	Brc1ccccn1	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C	CN1CCCN2C1=NCCC2	c1ccc(cc1)CN(c1ccno1)Cc1ccccc1	Cc1ccc(cc1)Nc1ccccn1	0 5 6 9 13 40	50	c1ccc(cc1)CN(c1ccno1)Cc1ccccc1.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Brc1ccccn1.Cc1ccc(cc1)N>>Cc1ccc(cc1)Nc1ccccn1	0.2314100825
938	Cc1ccc(cc1)N	CCc1ccc(cc1)I	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CN(C(=NC(C)(C)C)N(C)C)C	CCOC(=O)c1cnoc1C	CCc1ccc(cc1)Nc1ccc(cc1)C	0 8 10 18 19 22	50	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccc(cc1)N.CCc1ccc(cc1)I.CCOC(=O)c1cnoc1C>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.4196736477
939	Cc1ccc(cc1)N	COc1ccc(cc1)Br	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CN1CCCN2C1=NCCC2	c1ccc(cc1)CN(c1ccno1)Cc1ccccc1	COc1ccc(cc1)Nc1ccc(cc1)C	0 13 17 18 37 40	50	c1ccc(cc1)CN(c1ccno1)Cc1ccccc1.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COc1ccc(cc1)Br>>COc1ccc(cc1)Nc1ccc(cc1)C	0.08970204017
940	Cc1ccc(cc1)N	FC(c1ccc(cc1)Cl)(F)F	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN(C(=NC(C)(C)C)N(C)C)C	c1ccc(cc1)c1nocc1	Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0 2 11 15 19 30	50	c1ccc(cc1)c1nocc1.FC(c1ccc(cc1)Cl)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.258434488
941	Cc1ccc(cc1)N	COc1ccc(cc1)Cl	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN(C(=NC(C)(C)C)N(C)C)C	Cc1noc(c1)c1ccccc1	COc1ccc(cc1)Nc1ccc(cc1)C	0 2 16 17 19 33	50	CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.Cc1noc(c1)c1ccccc1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)Cl>>COc1ccc(cc1)Nc1ccc(cc1)C	0.0
942	Cc1ccc(cc1)N	COc1ccc(cc1)I	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN1CCCN2C1=NCCC2	Cc1ccno1	COc1ccc(cc1)Nc1ccc(cc1)C	0 2 13 17 41 42	50	CN1CCCN2C1=NCCC2.Cc1ccno1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)I>>COc1ccc(cc1)Nc1ccc(cc1)C	0.5010463357
943	Cc1ccc(cc1)N	FC(c1ccc(cc1)Cl)(F)F	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN(C(=NC(C)(C)C)N(C)C)C	COC(=O)c1noc(c1)c1cccs1	Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0 2 11 15 19 32	50	FC(c1ccc(cc1)Cl)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1cccs1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.02749074467
944	Cc1ccc(cc1)N	Clc1cccnc1	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	Cc1ccon1	Cc1ccc(cc1)Nc1cccnc1	0 3 18 23 25 28	50	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccon1.Clc1cccnc1.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1cccnc1	0.2039347896
945	Cc1ccc(cc1)N	Ic1cccnc1	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C	CN(C(=NC(C)(C)C)N(C)C)C	CCOC(=O)c1noc(c1)C	Cc1ccc(cc1)Nc1cccnc1	0 9 19 23 36 45	50	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Ic1cccnc1.Cc1ccc(cc1)N.CCOC(=O)c1noc(c1)C>>Cc1ccc(cc1)Nc1cccnc1	0.4041327646
946	Cc1ccc(cc1)N	COc1ccc(cc1)Cl	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN(C(=NC(C)(C)C)N(C)C)C	c1ccc(cc1)CN(c1nocc1)Cc1ccccc1	COc1ccc(cc1)Nc1ccc(cc1)C	0 2 16 17 19 34	50	c1ccc(cc1)CN(c1nocc1)Cc1ccccc1.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)Cl>>COc1ccc(cc1)Nc1ccc(cc1)C	0.4126452613
947	Cc1ccc(cc1)N	CCc1ccc(cc1)Br	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	CCOC(=O)c1onc(c1)OC	CCc1ccc(cc1)Nc1ccc(cc1)C	0 2 3 10 26 38	50	Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCc1ccc(cc1)Br.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1onc(c1)OC>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.6278571552000001
948	Cc1ccc(cc1)N	COc1ccc(cc1)I	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN1CCCN2C1=NCCC2	Cc1ccon1	COc1ccc(cc1)Nc1ccc(cc1)C	0 2 13 17 25 41	50	CN1CCCN2C1=NCCC2.Cc1ccon1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)I>>COc1ccc(cc1)Nc1ccc(cc1)C	0.5333497035
949	Cc1ccc(cc1)N	COc1ccc(cc1)Br	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CN1CCCN2C1=NCCC2	COC(=O)c1ccno1	COc1ccc(cc1)Nc1ccc(cc1)C	0 7 12 13 17 37	50	CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COC(=O)c1ccno1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.COc1ccc(cc1)Br>>COc1ccc(cc1)Nc1ccc(cc1)C	0.1755880282
950	Cc1ccc(cc1)N	COc1ccc(cc1)Br	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	COC(=O)c1noc(c1)c1cccs1	COc1ccc(cc1)Nc1ccc(cc1)C	0 3 9 17 32 37	50	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1cccs1.COc1ccc(cc1)Br.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>COc1ccc(cc1)Nc1ccc(cc1)C	0.05529906697
951	Cc1ccc(cc1)N	FC(c1ccc(cc1)I)(F)F	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	Cc1ccon1	Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0 3 15 18 25 39	50	FC(c1ccc(cc1)I)(F)F.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccon1.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.4281292825
952	Cc1ccc(cc1)N	COc1ccc(cc1)Br	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C	CN(C(=NC(C)(C)C)N(C)C)C	Cc1noc(c1)c1ccccc1	COc1ccc(cc1)Nc1ccc(cc1)C	0 9 17 19 33 37	50	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Cc1ccc(cc1)N.Cc1noc(c1)c1ccccc1.COc1ccc(cc1)Br>>COc1ccc(cc1)Nc1ccc(cc1)C	0.1327473408
953	Cc1ccc(cc1)N	CCc1ccc(cc1)Cl	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CN1CCCN2C1=NCCC2	c1ccc(cc1)c1ccno1	CCc1ccc(cc1)Nc1ccc(cc1)C	0 10 12 13 31 48	50	c1ccc(cc1)c1ccno1.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCc1ccc(cc1)Cl>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.0
954	Cc1ccc(cc1)N	Clc1ccccn1	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	CCOC(=O)c1conc1	Cc1ccc(cc1)Nc1ccccn1	0 1 3 5 12 14	50	Clc1ccccn1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1conc1>>Cc1ccc(cc1)Nc1ccccn1	0.04444109893
955	Cc1ccc(cc1)N	CCc1ccc(cc1)Br	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN(C(=NC(C)(C)C)N(C)C)C	Fc1cccc(c1c1ccno1)F	CCc1ccc(cc1)Nc1ccc(cc1)C	0 2 10 19 26 29	50	CN(C(=NC(C)(C)C)N(C)C)C.Fc1cccc(c1c1ccno1)F.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCc1ccc(cc1)Br>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.2405265274
956	Cc1ccc(cc1)N	Ic1cccnc1	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	Cc1noc(c1)c1ccccc1	Cc1ccc(cc1)Nc1cccnc1	0 3 18 23 33 36	50	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Ic1cccnc1.Cc1ccc(cc1)N.Cc1noc(c1)c1ccccc1.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1cccnc1	0.7836249844
957	Cc1ccc(cc1)N	FC(c1ccc(cc1)Cl)(F)F	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN1CCCN2C1=NCCC2	CCOC(=O)c1noc(c1)C	Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0 2 11 13 15 45	50	FC(c1ccc(cc1)Cl)(F)F.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCOC(=O)c1noc(c1)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.1449254361
958	Cc1ccc(cc1)N	COc1ccc(cc1)Br	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN(C(=NC(C)(C)C)N(C)C)C	c1ccc2c(c1)onc2	COc1ccc(cc1)Nc1ccc(cc1)C	0 2 17 19 37 49	50	c1ccc2c(c1)onc2.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)Br>>COc1ccc(cc1)Nc1ccc(cc1)C	0.1175749506
959	Cc1ccc(cc1)N	COc1ccc(cc1)I	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CN(C(=NC(C)(C)C)N(C)C)C	c1ccc(cc1)c1ccno1	COc1ccc(cc1)Nc1ccc(cc1)C	0 17 18 19 41 48	50	c1ccc(cc1)c1ccno1.CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccc(cc1)N.COc1ccc(cc1)I>>COc1ccc(cc1)Nc1ccc(cc1)C	0.4148980840999999
960	Cc1ccc(cc1)N	CCc1ccc(cc1)Cl	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CN1CCCN2C1=NCCC2	CCOC(=O)c1onc(c1)OC	CCc1ccc(cc1)Nc1ccc(cc1)C	0 10 13 18 31 38	50	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.CCc1ccc(cc1)Cl.CCOC(=O)c1onc(c1)OC>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.01442502721
961	Cc1ccc(cc1)N	FC(c1ccc(cc1)Cl)(F)F	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	CCOC(=O)c1noc(c1)C	Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0 3 11 12 15 45	50	FC(c1ccc(cc1)Cl)(F)F.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1noc(c1)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.09910073167
962	Cc1ccc(cc1)N	Ic1cccnc1	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CN(C(=NC(C)(C)C)N(C)C)C	CCOC(=O)c1onc(c1)OC	Cc1ccc(cc1)Nc1cccnc1	0 18 19 23 36 38	50	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Ic1cccnc1.Cc1ccc(cc1)N.CCOC(=O)c1onc(c1)OC>>Cc1ccc(cc1)Nc1cccnc1	0.6867316565
963	Cc1ccc(cc1)N	Clc1cccnc1	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C	CN1CCCN2C1=NCCC2	CCOC(=O)c1onc(c1)C	Cc1ccc(cc1)Nc1cccnc1	0 9 13 23 28 43	50	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Clc1cccnc1.Cc1ccc(cc1)N.CCOC(=O)c1onc(c1)C>>Cc1ccc(cc1)Nc1cccnc1	0.02481415648
964	Cc1ccc(cc1)N	Ic1cccnc1	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN1CCCN2C1=NCCC2	c1ccc2c(c1)onc2	Cc1ccc(cc1)Nc1cccnc1	0 2 13 23 36 49	50	c1ccc2c(c1)onc2.CN1CCCN2C1=NCCC2.Ic1cccnc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC>>Cc1ccc(cc1)Nc1cccnc1	0.7451133845
965	Cc1ccc(cc1)N	Ic1ccccn1	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C	CN(C(=NC(C)(C)C)N(C)C)C	Cc1onc(c1)C	Cc1ccc(cc1)Nc1ccccn1	0 4 5 9 19 24	50	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Ic1ccccn1.Cc1ccc(cc1)N.Cc1onc(c1)C>>Cc1ccc(cc1)Nc1ccccn1	0.4823965662
966	Cc1ccc(cc1)N	Ic1ccccn1	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	CCOC(=O)c1conc1	Cc1ccc(cc1)Nc1ccccn1	0 3 5 12 14 24	50	Ic1ccccn1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1conc1>>Cc1ccc(cc1)Nc1ccccn1	0.1205269157
967	Cc1ccc(cc1)N	FC(c1ccc(cc1)Cl)(F)F	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C	CN1CCCN2C1=NCCC2	CCOC(=O)c1onc(c1)C	Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0 9 11 13 15 43	50	FC(c1ccc(cc1)Cl)(F)F.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.CCOC(=O)c1onc(c1)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.04820162197
968	Cc1ccc(cc1)N	CCc1ccc(cc1)Cl	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CN1CCCN2C1=NCCC2	Cc1ccno1	CCc1ccc(cc1)Nc1ccc(cc1)C	0 10 12 13 31 42	50	CN1CCCN2C1=NCCC2.Cc1ccno1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCc1ccc(cc1)Cl>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.05688672061
969	Cc1ccc(cc1)N	CCc1ccc(cc1)Br	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C	CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C	c1ccc(cc1)c1conc1	CCc1ccc(cc1)Nc1ccc(cc1)C	0 3 9 10 26 27	50	c1ccc(cc1)c1conc1.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Cc1ccc(cc1)N.CCc1ccc(cc1)Br.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.1324692026
970	Cc1ccc(cc1)N	COc1ccc(cc1)Br	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC	CN(C(=NC(C)(C)C)N(C)C)C	COC(=O)c1ccno1	COc1ccc(cc1)Nc1ccc(cc1)C	0 2 7 17 19 37	50	CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COC(=O)c1ccno1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)Br>>COc1ccc(cc1)Nc1ccc(cc1)C	0.03046255894
971	Cc1ccc(cc1)N	Brc1cccnc1	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CN(C(=NC(C)(C)C)N(C)C)C	Cc1ccno1	Cc1ccc(cc1)Nc1cccnc1	0 12 19 21 23 42	50	CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccno1.Brc1cccnc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC>>Cc1ccc(cc1)Nc1cccnc1	0.5391867484
972	Cc1ccc(cc1)N	Ic1cccnc1	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C	CN1CCCN2C1=NCCC2	c1ccc2c(c1)noc2	Cc1ccc(cc1)Nc1cccnc1	0 13 18 23 36 46	50	c1ccc2c(c1)noc2.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Ic1cccnc1.Cc1ccc(cc1)N>>Cc1ccc(cc1)Nc1cccnc1	0.4553588257
973	Cc1ccc(cc1)N	FC(c1ccc(cc1)Cl)(F)F	COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC	CN1CCCN2C1=NCCC2	COC(=O)c1ccno1	Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0 7 11 12 13 15	50	FC(c1ccc(cc1)Cl)(F)F.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COC(=O)c1ccno1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.07387205125
