	One Hot Encoding	Number of Compounds	Yield
597	0 12 13 17 20 41	50	0.4770226953
598	0 2 3 5 6 25	50	0.8989767812999999
599	0 3 4 8 10 12	50	0.7423518283999999
600	0 12 13 16 17 34	50	0.4198383636
601	0 4 9 11 15 19	50	0.0
602	0 2 5 19 24 47	50	0.5826903703
603	0 2 3 10 26 48	50	0.1990273024
604	0 10 18 19 26 33	50	0.5446826622
605	0 13 15 18 30 44	50	0.5201896484
606	0 5 6 18 19 33	50	0.6635401824999999
607	0 3 5 6 18 33	50	0.5570352222
608	0 2 5 13 24 47	50	0.8470172212999999
609	0 3 9 11 15 35	50	0.06618305452
610	0 3 12 15 44 47	50	0.2423482722
611	0 3 10 18 25 31	50	0.036224664680000004
612	0 9 10 13 31 48	50	0.03920306162
613	0 9 11 15 19 34	50	0.17889505449999998
614	0 3 11 15 18 29	50	0.1316893511
615	0 9 13 16 17 32	50	0.0
616	0 9 19 23 27 28	50	0.029171685930000007
617	0 10 12 19 31 38	50	0.03554195281999998
618	0 1 2 4 5 13	50	0.7555480498
619	0 12 17 19 37 49	50	0.11920952970000001
620	0 1 3 5 9 48	50	0.09465695810000001
621	0 13 15 18 44 46	50	0.1185943612
622	0 5 9 19 24 40	50	0.4083653695
623	0 13 17 18 37 42	50	0.4439407022
624	0 1 5 7 13 18	50	0.6335366236
625	0 5 18 19 24 47	50	0.6235242374000001
626	0 7 12 19 21 23	50	0.2620309393
627	0 3 9 15 42 44	50	0.1236887401
628	0 8 9 10 13 14	50	0.2148672588
629	0 10 12 19 31 33	50	0.047108856000000005
630	0 3 11 15 18 20	50	0.0
631	0 2 13 23 28 29	50	0.0
632	0 1 5 12 13 32	50	0.7802488381
633	0 9 10 19 26 29	50	0.09250516466
634	0 3 17 18 37 48	50	0.16048547729999998
635	0 3 9 21 23 30	50	0.16036398070000002
636	0 2 17 19 41 49	50	0.23347479510000002
637	0 1 5 9 13 22	50	0.1883260332
638	0 9 14 15 19 44	50	0.005467913840000001
639	0 12 19 21 23 46	50	0.11617654150000001
640	0 3 12 15 32 44	50	0.2556755062
641	0 2 3 17 34 37	50	0.6546891846
642	0 2 17 19 33 41	50	0.4059375347000001
643	0 10 12 13 31 32	50	0.04225486824
644	0 2 13 23 28 40	50	0.0
645	0 3 9 15 43 44	50	0.3507866175
646	0 2 17 19 20 37	50	0.33215648880000004
647	0 3 15 18 22 39	50	0.1587410565
648	0 2 13 17 20 41	50	0.5083768511
649	0 1 5 9 19 29	50	0.15101352629999998
650	0 2 13 14 17 37	50	0.18441341960000002
651	0 2 13 21 23 32	50	0.43538365219999997
652	0 1 5 9 19 32	50	0.22696595149999998
653	0 3 12 15 38 44	50	0.2825277351
654	0 9 13 23 25 36	50	0.4909682213
655	0 8 10 12 19 35	50	0.6165083258
656	0 3 10 12 22 31	50	0.08038113025999999
657	0 4 12 13 16 17	50	0.0049264217
658	0 2 13 23 28 45	50	0.1450083816
659	0 12 13 17 32 41	50	0.4433872807
660	0 12 13 17 41 48	50	0.5489240734999999
661	0 1 2 5 19 40	50	0.2049711258
662	0 3 10 12 31 47	50	0.09993569506000001
663	0 1 5 13 18 48	50	0.8668959994
664	0 8 10 12 19 49	50	0.4401604328
665	0 3 8 10 12 46	50	0.11231285279999999
666	0 2 13 15 39 45	50	0.4886581696
667	0 5 18 19 22 24	50	0.44535831579999996
668	0 2 3 21 23 38	50	0.4789881593
669	0 3 10 18 26 48	50	0.2839231834
670	0 8 10 13 18 48	50	0.7757371189
671	0 3 5 6 9 32	50	0.3122952549
672	0 12 13 16 17 38	50	0.0
673	0 8 9 10 19 20	50	0.4217741181
674	0 3 9 21 23 32	50	0.1363572226
675	0 3 16 17 18 30	50	0.01112505085
676	0 3 4 12 16 17	50	0.0
677	0 1 3 5 9 43	50	0.3513952712
678	0 2 3 16 17 22	50	0.006131578330000001
679	0 3 7 10 18 31	50	0.042788344969999996
680	0 2 3 17 32 41	50	0.4494211074
681	0 2 3 17 41 42	50	0.1124955158
682	0 9 11 13 15 46	50	0.0
683	0 5 6 18 19 48	50	0.8218478159999999
684	0 9 19 23 28 32	50	0.045821342800000005
685	0 3 12 23 28 32	50	0.00810171959
686	0 9 10 13 31 32	50	0.00884950948
687	0 2 19 21 23 43	50	0.6578374617999999
688	0 2 3 11 15 43	50	0.02038853369
689	0 1 3 5 12 35	50	0.7599606764000001
690	0 2 3 23 25 36	50	0.007476315340000002
691	0 13 14 15 18 44	50	0.21546751039999998
692	0 2 3 5 24 33	50	0.8308232968000001
693	0 5 6 9 13 48	50	0.42694858880000003
694	0 9 19 23 36 42	50	0.3275793304
695	0 2 10 19 31 43	50	0.0
696	0 12 19 23 29 36	50	0.5513286562999999
697	0 2 13 23 25 28	50	0.09967076399000001
698	0 2 3 23 28 46	50	0.00750246803
699	0 1 2 3 5 20	50	0.0
700	0 5 6 12 19 34	50	0.5921092574
701	0 10 12 13 31 38	50	0.0404132523
702	0 8 10 18 19 40	50	0.5701120739000001
703	0 12 13 21 23 25	50	0.9374857618000001
704	0 3 9 10 26 48	50	0.1423417841
705	0 3 5 6 12 42	50	0.32017596429999995
706	0 1 5 9 13 29	50	0.1460964787
707	0 3 9 10 26 46	50	0.08876631997000001
708	0 12 13 15 33 39	50	0.41728023
709	0 5 6 12 13 32	50	0.8073687356999999
710	0 2 13 23 36 42	50	0.9169839995
711	0 11 15 18 19 25	50	0.34309187620000003
712	0 12 13 17 41 46	50	0.3533585167
713	0 11 13 15 18 45	50	0.4228229272
714	0 10 12 13 26 48	50	0.5745048731
715	0 13 18 23 36 43	50	0.9469105416
716	0 3 12 23 28 34	50	0.06010382761
717	0 12 19 23 36 49	50	0.586831586
718	0 1 3 5 9 27	50	0.1298584411
719	0 3 14 15 18 44	50	0.05034974824
720	0 10 12 14 19 26	50	0.02370474153
721	0 3 10 12 25 26	50	0.6829340202999999
722	0 2 3 10 14 26	50	0.01305562617
723	0 3 7 17 18 41	50	0.1383920399
724	0 13 17 18 34 41	50	0.5680622374000001
725	0 5 6 18 19 42	50	0.6356431346
726	0 3 8 9 10 47	50	0.6769619533
727	0 3 9 17 29 37	50	0.08641168313999999
728	0 3 12 17 37 45	50	0.43424679479999995
729	0 2 3 10 31 48	50	0.035952061349999995
730	0 9 13 16 17 49	50	0.0
731	0 3 16 17 18 22	50	0.01879419954
732	0 3 12 17 38 41	50	0.42828747850000004
733	0 3 8 9 10 32	50	0.3141749034
734	0 5 13 18 24 49	50	0.8453852223
735	0 8 10 12 13 14	50	0.3369627508
736	0 2 11 13 15 35	50	0.02103607287
737	0 3 12 23 35 36	50	0.49870509420000003
738	0 3 12 21 23 32	50	0.4896975625
739	0 2 17 19 30 37	50	0.4619696168
740	0 1 3 5 12 25	50	0.6908248123999999
741	0 1 2 4 5 19	50	0.3309635306
742	0 11 12 15 19 40	50	0.05492602222
743	0 13 16 17 18 43	50	0.0
744	0 3 18 23 36 40	50	0.206070389
745	0 8 10 12 13 33	50	0.7182751675
746	0 10 12 13 30 31	50	0.09034825048
747	0 2 5 6 13 48	50	0.8491024962
748	0 3 12 17 37 40	50	0.3802062933
749	0 3 9 23 28 42	50	0.09474964289
750	0 3 7 11 15 18	50	0.08912186757000001
751	0 1 5 12 19 40	50	0.2974076309
752	0 3 18 21 23 42	50	0.2193776353
753	0 2 3 5 6 27	50	0.2015990301
754	0 3 18 23 35 36	50	0.7528558301999999
755	0 2 15 19 39 42	50	0.3704718214
756	0 9 13 15 39 43	50	0.46632497840000003
757	0 3 4 5 6 12	50	0.7965524299000001
758	0 1 2 5 13 14	50	0.3448220577
759	0 12 15 19 27 44	50	0.3117955703
760	0 1 2 3 5 32	50	0.5469797467999999
761	0 11 13 15 18 33	50	0.33931236600000003
762	0 12 19 23 28 45	50	0.2194834142
763	0 12 13 17 20 37	50	0.4597256872
764	0 3 17 18 37 46	50	0.1333701887
765	0 10 13 18 22 31	50	0.1356968075
766	0 10 12 19 20 26	50	0.6244858365
767	0 2 4 13 17 37	50	0.4841843845
768	0 10 18 19 31 38	50	0.01358946967
769	0 2 10 19 26 40	50	0.3016614104
770	0 8 10 12 13 30	50	0.7810978605
771	0 2 13 20 21 23	50	0.8997416157000001
772	0 5 18 19 24 33	50	0.6550261834000001
773	0 2 10 19 22 31	50	0.0
774	0 3 5 7 18 24	50	0.2669194458
775	0 5 18 19 24 27	50	0.8514015258000001
776	0 9 13 17 41 46	50	0.00878081853
777	0 12 17 19 41 42	50	0.372145199
778	0 3 10 18 27 31	50	0.06853480142000001
779	0 2 3 8 10 27	50	0.263918508
780	0 2 8 10 19 40	50	0.5931991617
781	0 1 5 13 18 47	50	0.8376441682
782	0 9 13 14 23 28	50	0.04333466821
783	0 1 2 5 19 35	50	0.26826042899999997
784	0 5 6 12 13 40	50	0.7349750543000001
785	0 3 5 6 9 40	50	0.1248722349
786	0 13 18 21 22 23	50	0.548424453
787	0 3 12 16 17 38	50	0.0047132725799999995
788	0 5 6 12 19 47	50	0.6586005496999999
789	0 2 13 16 17 34	50	0.4414137034
790	0 18 19 23 27 36	50	0.8373721982000001
791	0 8 10 13 18 42	50	0.6719924831999999
792	0 3 9 21 23 27	50	0.6452902546
793	0 5 6 18 19 47	50	0.6125906651999999
794	0 2 13 16 17 32	50	0.0
795	0 4 5 18 19 24	50	0.6371103229
796	0 4 17 18 19 37	50	0.3932908802
797	0 9 13 15 34 39	50	0.38950479829999995
798	0 3 10 12 20 31	50	0.0908121194
799	0 3 11 15 18 49	50	0.2005913492
800	0 12 15 19 34 44	50	0.3681475234
801	0 4 5 6 9 13	50	0.5164764803
802	0 2 3 5 6 20	50	0.0
803	0 5 9 19 24 43	50	0.594767437
804	0 3 12 23 36 43	50	0.5243589363000001
805	0 2 13 14 17 41	50	0.1887491239
806	0 13 18 21 23 46	50	0.46748065159999996
807	0 3 11 12 15 42	50	0.031678370710000014
808	0 2 3 17 41 47	50	0.4950904012
809	0 12 17 19 34 37	50	0.5713220836999999
810	0 11 13 15 18 48	50	0.3001215681
811	0 9 15 19 39 49	50	0.2664038865
812	0 2 5 6 13 27	50	0.5928097567999999
813	0 2 13 23 36 48	50	0.9213068227
814	0 13 18 21 23 34	50	0.7863353276999999
815	0 2 13 23 30 36	50	0.9239124083
816	0 3 16 17 18 34	50	0.08389648420000001
817	0 2 11 15 19 27	50	0.03309805744
818	0 2 13 15 34 39	50	0.4468109157
819	0 2 17 19 20 41	50	0.3749278178
820	0 3 5 18 24 33	50	0.5775809749999999
821	0 7 17 18 19 37	50	0.25940227320000003
822	0 1 3 5 9 40	50	0.1184842444
823	0 3 18 21 23 45	50	0.6855764886
824	0 13 18 23 32 36	50	0.8240046293000001
825	0 3 9 17 34 41	50	0.5081226991
826	0 13 17 18 29 37	50	0.4552184766
827	0 3 18 23 36 43	50	0.7263064909000001
828	0 13 18 21 23 48	50	0.9873132029
829	0 3 12 15 39 47	50	0.312993075
830	0 3 8 9 10 30	50	0.5323936389
831	0 3 9 11 15 45	50	0.2216644806
832	0 3 15 18 34 44	50	0.3656526068
833	0 15 18 19 25 44	50	0.5255061960999999
834	0 2 14 17 19 41	50	0.00974444275
835	0 2 10 19 26 45	50	0.6505218409
836	0 3 18 22 23 36	50	0.23671141890000005
837	0 2 10 13 26 32	50	0.3270750682
838	0 18 19 23 32 36	50	0.6507775968
839	0 12 19 21 23 43	50	0.7160789090999999
840	0 2 13 15 29 39	50	0.4710591975
841	0 1 2 5 19 22	50	0.03964447459
842	0 1 5 7 9 19	50	0.1168964545
843	0 14 17 18 19 37	50	0.0074784749
844	0 12 17 19 37 42	50	0.1970724871
845	0 15 18 19 35 39	50	0.3658867026
846	0 12 13 17 30 37	50	0.34834527530000003
847	0 8 9 10 14 19	50	0.00602410789
848	0 3 18 23 28 38	50	0.27320894360000003
849	0 5 6 12 19 30	50	0.8444355873
850	0 2 3 17 35 37	50	0.0
851	0 3 12 21 23 49	50	0.7074157393000001
852	0 3 8 10 18 45	50	0.6531185167
853	0 3 5 7 12 24	50	0.246686189
854	0 13 17 18 25 37	50	0.4407099157
855	0 5 6 13 18 42	50	0.8115618498
856	0 3 10 18 20 26	50	0.01599458738
857	0 12 19 23 36 43	50	0.7277189285
858	0 2 10 19 25 31	50	0.00841459123
859	0 16 17 18 19 43	50	0.0
860	0 11 15 18 19 32	50	0.1288972347
861	0 2 13 17 37 46	50	0.049883800830000005
862	0 1 3 5 9 49	50	0.17200701
863	0 2 15 19 32 44	50	0.28742216309999996
864	0 3 8 10 18 25	50	0.6719184926
865	0 2 3 4 15 39	50	0.3174709006
866	0 9 10 13 26 40	50	0.03304153664
867	0 13 17 18 37 47	50	0.4969104828
868	0 8 10 12 13 32	50	0.7459845801999999
869	0 8 9 10 19 40	50	0.1588279637
870	0 12 13 23 28 42	50	0.08955957809000001
871	0 3 18 21 23 30	50	0.0157607478
872	0 3 16 17 18 45	50	0.009245416190000001
873	0 11 15 18 19 48	50	0.16884860510000002
874	0 2 3 5 24 30	50	0.9137329051
875	0 1 5 12 19 27	50	0.3219059222
876	0 2 19 23 28 47	50	0.152876268
877	0 2 3 10 22 31	50	0.01582170389
878	0 3 4 12 15 39	50	0.3913544884
879	0 5 13 18 24 32	50	0.8234381980000001
880	0 2 14 17 19 37	50	0.0
881	0 3 4 9 16 17	50	0.01208332351
882	0 5 6 13 18 43	50	0.9729293259
883	0 9 19 23 35 36	50	0.1948013153
884	0 18 19 23 33 36	50	0.6731022473999999
885	0 2 3 15 39 47	50	0.2976126623
886	0 2 13 15 43 44	50	0.3661548208
887	0 4 10 13 18 31	50	0.05620589612000002
888	0 5 6 9 13 46	50	0.465446166
889	0 3 9 23 28 38	50	0.2144960942
890	0 3 18 21 23 33	50	0.7132414040999999
891	0 2 7 13 23 36	50	0.6399072189
892	0 9 13 16 17 46	50	0.0
893	0 1 3 5 7 9	50	0.07147436012
894	0 1 3 5 12 45	50	0.638547365
895	0 3 5 6 12 29	50	0.2798543221
896	0 11 12 15 19 43	50	0.03542495517
897	0 3 9 10 26 32	50	0.22164835440000002
898	0 1 2 5 19 29	50	0.2028381752
899	0 2 7 10 19 31	50	0.0
900	0 18 19 22 23 28	50	0.0
901	0 3 17 18 37 47	50	0.4727988184
902	0 8 9 10 19 30	50	0.3602889558
903	0 5 9 19 24 29	50	0.2661192771
904	0 2 3 16 17 32	50	0.0
905	0 3 18 21 23 25	50	0.0
906	0 3 10 12 31 43	50	0.009106554559999999
907	0 3 8 10 12 25	50	0.715462211
908	0 4 10 13 18 26	50	0.7306292012000001
909	0 12 13 15 27 44	50	0.4146468331
910	0 2 3 8 10 49	50	0.5052138402
911	0 8 9 10 13 38	50	0.5328001638000001
912	0 9 10 19 26 49	50	0.08384736601000001
913	0 5 6 9 19 46	50	0.34381737939999996
914	0 12 13 15 44 48	50	0.37213817619999995
915	0 12 13 23 28 29	50	0.02019729051
916	0 11 12 13 15 43	50	0.04275083316000002
917	0 2 19 21 23 47	50	0.5926239712
918	0 13 17 18 22 41	50	0.3507362546
919	0 14 15 18 19 39	50	0.031419346560000005
920	0 2 3 17 41 49	50	0.2828230111
921	0 17 18 19 37 43	50	0.3703037628
922	0 1 3 4 5 9	50	0.1978619625
923	0 4 5 12 13 24	50	0.8932312926999999
924	0 5 9 19 24 34	50	0.4657912629
925	0 2 13 17 35 37	50	0.23916357
926	0 12 13 16 17 45	50	0.00605197064
927	0 3 10 12 25 31	50	0.07259312325
928	0 8 9 10 13 34	50	0.5576912495999999
929	0 12 13 16 17 43	50	0.0
930	0 9 15 19 25 44	50	0.43742977759999996
931	0 3 9 17 22 41	50	0.06999679881
932	0 2 3 4 23 28	50	0.01779970363
933	0 4 13 16 17 18	50	0.014137814140000001
934	0 9 19 23 32 36	50	0.33318069170000003
935	0 2 8 10 19 35	50	0.5647944581000001
936	0 12 13 23 28 33	50	0.06458217991000001
937	0 5 6 9 13 40	50	0.2314100825
938	0 8 10 18 19 22	50	0.4196736477
939	0 13 17 18 37 40	50	0.08970204017000001
940	0 2 11 15 19 30	50	0.258434488
941	0 2 16 17 19 33	50	0.0
942	0 2 13 17 41 42	50	0.5010463357
943	0 2 11 15 19 32	50	0.02749074467
944	0 3 18 23 25 28	50	0.2039347896
945	0 9 19 23 36 45	50	0.4041327646
946	0 2 16 17 19 34	50	0.4126452613
947	0 2 3 10 26 38	50	0.6278571552000001
948	0 2 13 17 25 41	50	0.5333497035
949	0 7 12 13 17 37	50	0.1755880282
950	0 3 9 17 32 37	50	0.055299066970000005
951	0 3 15 18 25 39	50	0.4281292825
952	0 9 17 19 33 37	50	0.1327473408
953	0 10 12 13 31 48	50	0.0
954	0 1 3 5 12 14	50	0.044441098930000006
955	0 2 10 19 26 29	50	0.2405265274
956	0 3 18 23 33 36	50	0.7836249844
957	0 2 11 13 15 45	50	0.1449254361
958	0 2 17 19 37 49	50	0.1175749506
959	0 17 18 19 41 48	50	0.41489808409999995
960	0 10 13 18 31 38	50	0.014425027210000003
961	0 3 11 12 15 45	50	0.09910073167000001
962	0 18 19 23 36 38	50	0.6867316565
963	0 9 13 23 28 43	50	0.02481415648
964	0 2 13 23 36 49	50	0.7451133845
965	0 4 5 9 19 24	50	0.4823965662
966	0 3 5 12 14 24	50	0.1205269157
967	0 9 11 13 15 43	50	0.04820162197
968	0 10 12 13 31 42	50	0.05688672061
969	0 3 9 10 26 27	50	0.1324692026
970	0 2 7 17 19 37	50	0.03046255894
971	0 12 19 21 23 42	50	0.5391867484
972	0 13 18 23 36 46	50	0.4553588257
973	0 7 11 12 13 15	50	0.07387205125
974	0 3 12 15 35 44	50	0.2700233561
975	0 2 3 23 27 28	50	0.6847251073999999
976	0 3 17 18 30 37	50	0.5090618574
977	0 2 13 23 27 28	50	0.2830443344
978	0 2 13 15 32 39	50	0.4024019595
979	0 1 5 9 19 42	50	0.2249487977
980	0 17 18 19 37 46	50	0.0677799041
981	0 1 5 13 18 46	50	0.1403184959
982	0 3 9 11 15 47	50	0.2579234273
983	0 5 13 14 18 24	50	0.5115306518
984	0 2 5 6 7 19	50	0.06703331472999999
985	0 2 17 19 37 38	50	0.2350114845
986	0 3 12 15 43 44	50	0.2835051675
987	0 3 10 12 26 40	50	0.6055316321
988	0 3 5 6 18 20	50	0.08008432112000001
989	0 8 10 12 13 29	50	0.7395398123
990	0 9 16 17 19 25	50	0.0043718103999999995
991	0 3 12 14 17 41	50	0.06286120838999999
992	0 3 8 10 12 35	50	0.6423525690999999
993	0 5 13 18 24 30	50	0.9538648822
994	0 3 10 12 26 33	50	0.6456169067
995	0 5 13 18 24 27	50	0.9999999
996	0 3 7 12 23 36	50	0.131837798
997	0 3 9 20 21 23	50	0.0
998	0 5 12 13 24 46	50	0.7878970759
999	0 12 13 17 35 37	50	0.3772387007
1000	0 3 12 15 39 43	50	0.4018124320000001
1001	0 2 13 17 27 41	50	0.4932388819
1002	0 2 3 21 23 40	50	0.5220286143
1003	0 15 18 19 44 46	50	0.05800095284
1004	0 2 8 10 19 20	50	0.5815311301
1005	0 3 5 9 24 30	50	0.127214048
1006	0 7 10 18 19 26	50	0.4792550874
1007	0 2 3 21 23 33	50	0.2262644976
1008	0 3 17 18 37 42	50	0.16435829300000002
1009	0 1 5 12 19 48	50	0.3200160024
1010	0 12 17 19 20 41	50	0.34243073490000003
1011	0 3 12 15 39 49	50	0.4270251629
1012	0 2 3 7 21 23	50	0.08862814974000001
1013	0 9 11 15 19 22	50	0.02550915003
1014	0 3 9 16 17 40	50	0.02086409943
1015	0 2 15 19 27 44	50	0.1984794125
1016	0 10 12 19 26 45	50	0.6806627781
1017	0 3 5 6 18 38	50	0.7025926715
1018	0 5 9 19 24 38	50	0.4279858664
1019	0 3 15 18 35 44	50	0.3894339394
1020	0 18 19 23 28 40	50	0.02249906301
1021	0 3 15 18 44 46	50	0.1233593597
1022	0 2 17 19 40 41	50	0.49985461
1023	0 1 3 5 12 29	50	0.24723201120000002
1024	0 2 13 14 16 17	50	0.01682541771
1025	0 2 3 23 29 36	50	0.1996336659
1026	0 2 3 5 6 22	50	0.164099085
1027	0 3 5 6 12 14	50	0.02413308832
1028	0 8 9 10 13 49	50	0.2983775681
1029	0 18 19 21 23 48	50	0.8387445443999999
1030	0 18 19 21 23 29	50	0.5477135423
1031	0 2 8 10 19 29	50	0.6086763310000001
1032	0 9 13 15 39 47	50	0.3874519603
1033	0 3 9 10 31 46	50	0.006899518690000001
1034	0 3 7 9 16 17	50	0.014689358669999996
1035	0 2 3 14 17 41	50	0.0488514688
1036	0 2 4 8 10 13	50	0.7698654080999999
1037	0 18 19 21 23 47	50	0.6306191521
1038	0 5 9 13 24 42	50	0.5500354925
1039	0 5 6 18 19 20	50	0.6025206697000001
1040	0 9 15 19 40 44	50	0.1173173458
1041	0 10 14 18 19 31	50	0.005181262210000001
1042	0 2 19 21 23 46	50	0.06275458681
1043	0 12 15 19 43 44	50	0.3919686382
1044	0 2 3 15 27 44	50	0.135242012
1045	0 3 9 11 15 20	50	0.0
1046	0 3 11 12 15 20	50	0.0
1047	0 9 15 19 43 44	50	0.3508872433
1048	0 1 5 13 18 38	50	0.8317489954999999
1049	0 9 13 15 29 44	50	0.2267787637
1050	0 12 19 21 23 32	50	0.5835068095
1051	0 2 3 7 23 36	50	0.108296376
1052	0 4 10 18 19 26	50	0.6104819615
1053	0 2 5 19 24 30	50	0.6984100560000001
1054	0 3 5 6 18 49	50	0.6548767084000001
1055	0 3 9 17 32 41	50	0.06840870887
1056	0 4 5 6 12 13	50	0.8678620376999999
1057	0 2 10 19 31 42	50	0.0037528604200000003
1058	0 2 8 10 13 14	50	0.33471515620000003
1059	0 13 15 18 20 39	50	0.4869500261
1060	0 2 13 23 28 48	50	0.1522347574
1061	0 9 13 16 17 43	50	0.0
1062	0 3 5 6 12 33	50	0.7762777181
1063	0 3 15 18 30 44	50	0.5107128287
1064	0 3 4 5 18 24	50	0.7035430221
1065	0 3 9 23 28 29	50	0.1213886151
1066	0 3 5 12 24 46	50	0.1388482007
1067	0 9 13 15 39 46	50	0.1424693951
1068	0 5 6 12 13 30	50	0.8795919128
1069	0 9 19 21 23 35	50	0.1601570816
1070	0 5 13 18 24 29	50	0.8221280375000001
1071	0 3 12 16 17 27	50	0.00862512473
1072	0 4 12 13 23 28	50	0.2099661905
1073	0 2 3 11 15 20	50	0.0
1074	0 3 9 10 26 34	50	0.6643295508
1075	0 2 5 6 19 25	50	0.5955424843
1076	0 2 13 17 41 49	50	0.4168551837
1077	0 9 10 13 31 38	50	0.00662349524
1078	0 12 15 19 39 43	50	0.4587563784000001
1079	0 2 4 19 23 28	50	0.13318139140000002
1080	0 5 7 12 13 24	50	0.8775322874
1081	0 12 19 21 23 33	50	0.5679309437
1082	0 3 14 15 18 39	50	0.04765281768
1083	0 2 13 15 39 43	50	0.5267302388
1084	0 1 3 5 18 22	50	0.21682219260000002
1085	0 10 13 18 27 31	50	0.16249001100000002
1086	0 12 13 21 23 46	50	0.1290161423
1087	0 10 12 13 26 32	50	0.5921946540999999
1088	0 3 9 17 37 40	50	0.03898269895
1089	0 2 15 19 22 44	50	0.03835722246
1090	0 8 9 10 13 48	50	0.2245064906
1091	0 2 15 19 32 39	50	0.3374215602
1092	0 4 11 15 18 19	50	0.2629043032
1093	0 8 9 10 13 45	50	0.6676359549
1094	0 3 5 12 24 48	50	0.3333065232
1095	0 10 12 13 25 31	50	0.04228381568
1096	0 3 10 12 31 32	50	0.057618159950000004
1097	0 12 15 19 33 39	50	0.36016263299999995
1098	0 11 14 15 18 19	50	0.0
1099	0 3 12 14 21 23	50	0.06360003901000001
1100	0 2 13 23 35 36	50	0.8395560608
1101	0 12 17 19 27 41	50	0.33794359820000003
1102	0 10 18 19 26 43	50	0.7054955286000001
1103	0 11 15 18 19 27	50	0.12563002539999998
1104	0 8 9 10 19 38	50	0.27277572840000003
1105	0 9 10 19 31 40	50	0.01378417368
1106	0 10 12 13 27 31	50	0.07805738503
1107	0 12 19 20 23 28	50	0.1836789148
1108	0 3 5 6 12 20	50	0.02145304957
1109	0 5 6 12 19 33	50	0.6094658977999999
1110	0 1 2 5 13 38	50	0.5259936901
1111	0 17 18 19 34 41	50	0.5214546944
1112	0 14 15 18 19 44	50	0.01785587557
1113	0 15 18 19 33 39	50	0.36572903729999995
1114	0 3 11 15 18 43	50	0.059809795949999994
1115	0 3 4 9 15 39	50	0.3738354754
1116	0 1 5 12 19 30	50	0.7817281005
1117	0 13 15 18 39 46	50	0.33827932330000005
1118	0 3 10 12 31 46	50	0.01034854608
1119	0 12 17 19 37 48	50	0.1516664871
1120	0 2 3 8 10 45	50	0.7126504827
1121	0 1 2 5 19 47	50	0.4404139335
1122	0 10 12 19 26 42	50	0.38826299119999996
1123	0 9 13 23 28 29	50	0.03338911929
1124	0 2 3 7 10 26	50	0.09746425367
1125	0 12 15 19 25 39	50	0.5086308575999999
1126	0 9 13 16 17 45	50	0.00828206999
1127	0 2 3 15 29 39	50	0.1078771766
1128	0 3 10 12 31 38	50	0.06975926865
1129	0 5 6 13 18 46	50	0.6085990802000001
1130	0 3 18 23 27 36	50	0.7058038326999999
1131	0 18 19 20 21 23	50	0.6028357539
1132	0 3 12 16 17 46	50	0.0015324280000000002
1133	0 12 13 15 34 39	50	0.4171330917
1134	0 13 18 23 36 47	50	0.8127546311
1135	0 1 3 5 12 30	50	0.6899091328
1136	0 13 15 18 39 48	50	0.5013634297
1137	0 3 9 10 20 31	50	0.0
1138	0 5 6 9 13 33	50	0.5091041247
1139	0 9 11 15 19 48	50	0.1401864146
1140	0 3 8 9 10 40	50	0.1330215474
1141	0 11 15 18 19 47	50	0.34083445240000004
1142	0 5 6 18 19 22	50	0.3374087377
1143	0 1 5 18 19 48	50	0.6884655406
1144	0 9 10 19 29 31	50	0.01896990139
1145	0 3 12 15 33 39	50	0.3355651029
1146	0 12 13 14 15 39	50	0.2247082227
1147	0 10 12 19 26 47	50	0.5910146589
1148	0 1 3 5 12 34	50	0.7876794462000001
1149	0 12 17 19 37 45	50	0.4097949244
1150	0 12 13 16 17 20	50	0.005781584239999999
1151	0 4 12 17 19 41	50	0.4047969677
1152	0 3 14 18 21 23	50	0.02689766175
1153	0 3 5 9 22 24	50	0.1739978172
1154	0 2 10 13 30 31	50	0.03135484875
1155	0 10 18 19 26 30	50	0.7785802388999999
1156	0 2 19 20 23 36	50	0.5578951840999999
1157	0 10 12 19 25 31	50	0.0
1158	0 3 10 14 18 31	50	0.0040001516100000006
1159	0 2 3 8 10 40	50	0.49287045869999996
1160	0 2 3 11 15 27	50	0.09062775444
1161	0 10 12 19 31 45	50	0.01497954505
1162	0 8 9 10 19 27	50	0.1140684881
1163	0 1 2 3 5 42	50	0.17087138710000002
1164	0 5 6 9 13 27	50	0.2733482675
1165	0 3 12 15 33 44	50	0.2460563466
1166	0 2 15 19 35 44	50	0.2878693437
1167	0 13 17 18 41 45	50	0.49927400299999997
1168	0 2 3 15 22 44	50	0.09576264127999999
1169	0 2 13 22 23 28	50	0.03647451971000002
1170	0 8 9 10 13 47	50	0.5388645108
1171	0 12 13 17 29 41	50	0.4442036094
1172	0 9 15 19 32 39	50	0.23693453329999997
1173	0 9 10 13 26 46	50	0.00830867403
1174	0 3 9 17 37 47	50	0.4122664286
1175	0 9 13 15 22 39	50	0.233532112
1176	0 3 8 10 12 38	50	0.6843167679000001
1177	0 9 13 17 37 48	50	0.031230615299999997
1178	0 2 3 10 26 33	50	0.6312102891
1179	0 12 15 19 44 45	50	0.4264405348
1180	0 3 12 23 27 36	50	0.666354412
1181	0 13 16 17 18 27	50	0.035000572390000005
1182	0 2 3 11 15 30	50	0.05298717423
1183	0 2 5 19 24 29	50	0.5356951130000001
1184	0 3 15 18 43 44	50	0.5058289676
